JobID,Title,CurriculumRoleID,CurriculumRoleTitle,CurriculumRoleEN,Company,Province,Salary,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords,ApplyURL
TH-TQF-8.2-021,NOC Engineer (วิศวกรศูนย์ควบคุมและเฝ้าระวังระบบเครือข่าย),8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,ReadyPlanet Public Company Limited,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,network monitoring; tcp/ip; cisco; zabbix; prtg; wireshark; incident response; troubleshooting; windows server,เฝ้าระวังสถานะการทำงานของระบบเครือข่ายและเซิร์ฟเวอร์แบบ Real-time; วิเคราะห์และแก้ไขเหตุขัดข้องของเครือข่ายเบื้องต้น; ประสานงานกับทีมวิศวกรภาคสนามในการกู้คืนสัญญาณ; จัดทำ Incident Report และบันทึกประวัติการขัดข้อง,network monitoring; tcp/ip; cisco; zabbix; prtg; wireshark; incident response; troubleshooting,https://jobs.blognone.com
TH-TQF-8.2-022,Network Security Administrator (ผู้ดูแลความมั่นคงปลอดภัยระบบเครือข่าย),8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,Agoda Services (Bangkok),สมุทรปราการ,ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,firewall; fortinet; palo alto; vpn; network security; tcp/ip; ids/ips; siem; routing,"กำหนดนโยบายความปลอดภัยและตั้งค่า Firewall, IPS, VPN Gateway; ตรวจจับและวิเคราะห์พฤติกรรมผิดปกติบนระบบเครือข่าย; ปรับปรุง Firmware และ Patch ความปลอดภัยของอุปกรณ์เครือข่าย; ร่วมตรวจสอบและประเมินช่องโหว่ความปลอดภัยประจำปี",firewall; fortinet; palo alto; vpn; network security; tcp/ip; ids/ips; siem,https://jobs.blognone.com
TH-TQF-8.2-023,Cloud Infrastructure & DevOps Engineer,8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,Bangkok Bank (IT Division),ชลบุรี (EEC),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,aws; azure; docker; kubernetes; linux; ci/cd; terraform; git; bash; networking; firewall,"ออกแบบและติดตั้งโครงสร้างพื้นฐานบน Cloud (AWS/Azure); ดูแลระบบ Containerization (Docker, Kubernetes); จัดทำและดูแลระบบอัตโนมัติ CI/CD Pipeline; ปรับปรุงความพร้อมใช้งานและลดค่าใช้จ่ายระบบคลาวด์",aws; azure; docker; kubernetes; linux; ci/cd; terraform; git,https://jobs.blognone.com
TH-TQF-8.2-024,Junior System Engineer (วิศวกรระบบและโครงสร้างพื้นฐาน),8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,CP All (IT Division),กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,linux server; windows server; active directory; dns; dhcp; bash; powershell; virtualization,"ติดตั้งและตั้งค่าระบบปฏิบัติการเซิร์ฟเวอร์ตามมาตรฐาน; ดูแลระบบ Active Directory, DNS และ File Sharing; เขียนสคริปต์อัตโนมัติด้วย Bash/PowerShell เพื่อช่วยงานประจำ; ตรวจสอบสถานะการทำงานและพื้นที่จัดเก็บข้อมูล",linux server; windows server; active directory; dns; dhcp; bash; powershell; virtualization,https://jobs.blognone.com
TH-TQF-8.2-025,Network Engineer (วิศวกรและผู้ดูแลระบบเครือข่ายคอมพิวเตอร์),8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,บริษัท ซอฟต์แวร์เฮาส์ชั้นนำในไทย,นนทบุรี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,cisco; tcp/ip; routing; switching; firewall; vpn; vlan; subnetting; dns; dhcp; network monitoring; linux server,"ออกแบบ ติดตั้ง และตั้งค่าอุปกรณ์เครือข่าย Router, Switch, Firewall; ดูแลความปลอดภัยของเครือข่ายและระบบเชื่อมต่อ VPN องค์กร; ตรวจสอบการทำงานของทราฟฟิกและแก้ไขปัญหาสัญญาณขัดข้อง; ดูแลระบบ DNS, DHCP และการเชื่อมต่ออินเทอร์เน็ต",cisco; tcp/ip; routing; switching; firewall; vpn; vlan; subnetting,https://jobs.blognone.com
TH-TQF-8.2-026,System & Network Administrator (ผู้ดูแลระบบเครือข่ายและเซิร์ฟเวอร์),8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,True Digital Group,เชียงใหม่,ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,linux; windows server; virtualization; vmware; docker; cisco; network security; backup; monitoring; bash,บริหารจัดการเครื่องแม่ข่าย Linux และ Windows Server; ติดตั้งและดูแลระบบ Virtualization (VMware/KVM); เฝ้าระวังประสิทธิภาพและความปลอดภัยของเครือข่ายตลอด 24 ชม.; วางแผนสำรองข้อมูลและแผนกู้คืนระบบกรณีฉุกเฉิน (DRP),linux; windows server; virtualization; vmware; docker; cisco; network security; backup,https://jobs.blognone.com
TH-TQF-8.2-027,NOC Engineer (วิศวกรศูนย์ควบคุมและเฝ้าระวังระบบเครือข่าย),8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,PTT Digital Solutions,ภูเก็ต,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,network monitoring; tcp/ip; cisco; zabbix; prtg; wireshark; incident response; troubleshooting; linux server,เฝ้าระวังสถานะการทำงานของระบบเครือข่ายและเซิร์ฟเวอร์แบบ Real-time; วิเคราะห์และแก้ไขเหตุขัดข้องของเครือข่ายเบื้องต้น; ประสานงานกับทีมวิศวกรภาคสนามในการกู้คืนสัญญาณ; จัดทำ Incident Report และบันทึกประวัติการขัดข้อง,network monitoring; tcp/ip; cisco; zabbix; prtg; wireshark; incident response; troubleshooting,https://jobs.blognone.com
TH-TQF-8.2-028,Network Security Administrator (ผู้ดูแลความมั่นคงปลอดภัยระบบเครือข่าย),8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,PromptNow Company Limited,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,firewall; fortinet; palo alto; vpn; network security; tcp/ip; ids/ips; siem; routing,"กำหนดนโยบายความปลอดภัยและตั้งค่า Firewall, IPS, VPN Gateway; ตรวจจับและวิเคราะห์พฤติกรรมผิดปกติบนระบบเครือข่าย; ปรับปรุง Firmware และ Patch ความปลอดภัยของอุปกรณ์เครือข่าย; ร่วมตรวจสอบและประเมินช่องโหว่ความปลอดภัยประจำปี",firewall; fortinet; palo alto; vpn; network security; tcp/ip; ids/ips; siem,https://jobs.blognone.com
TH-TQF-8.2-029,Cloud Infrastructure & DevOps Engineer,8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,ReadyPlanet Public Company Limited,ปทุมธานี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,aws; azure; docker; kubernetes; linux; ci/cd; terraform; git; bash; networking; cisco,"ออกแบบและติดตั้งโครงสร้างพื้นฐานบน Cloud (AWS/Azure); ดูแลระบบ Containerization (Docker, Kubernetes); จัดทำและดูแลระบบอัตโนมัติ CI/CD Pipeline; ปรับปรุงความพร้อมใช้งานและลดค่าใช้จ่ายระบบคลาวด์",aws; azure; docker; kubernetes; linux; ci/cd; terraform; git,https://jobs.blognone.com
TH-TQF-8.2-030,Junior System Engineer (วิศวกรระบบและโครงสร้างพื้นฐาน),8.2,ผู้ดูแลระบบเครือข่ายคอมพิวเตอร์,Network Administrator / Engineer,Agoda Services (Bangkok),ขอนแก่น,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,linux server; windows server; active directory; dns; dhcp; bash; powershell; virtualization,"ติดตั้งและตั้งค่าระบบปฏิบัติการเซิร์ฟเวอร์ตามมาตรฐาน; ดูแลระบบ Active Directory, DNS และ File Sharing; เขียนสคริปต์อัตโนมัติด้วย Bash/PowerShell เพื่อช่วยงานประจำ; ตรวจสอบสถานะการทำงานและพื้นที่จัดเก็บข้อมูล",linux server; windows server; active directory; dns; dhcp; bash; powershell; virtualization,https://jobs.blognone.com
TH-TQF-8.3-001,UI/UX Designer (นักออกแบบประสบการณ์และส่วนต่อประสานผู้ใช้),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,CJ Express Group (Technology Center),สมุทรปราการ,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,ui/ux; figma; adobe xd; wireframing; prototyping; user research; design system; html/css; usability testing; premiere pro,ออกแบบโครงร่างหน้าจอ (Wireframe) และตัวต้นแบบ (Prototype) ด้วย Figma; ออกแบบภาพกราฟิก ไอคอน และส่วนต่อประสานสำหรับแอปพลิเคชัน; ร่วมทำ User Research และทดสอบความสะดวกในการใช้งาน (Usability Testing); จัดทำ Design System สำหรับทีมพัฒนา,ui/ux; figma; adobe xd; wireframing; prototyping; user research; design system; html/css,https://jobs.blognone.com
TH-TQF-8.3-002,Multimedia Graphic Designer (นักออกแบบสื่อกราฟิกและสื่อดิจิทัล),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,SCB TechX,ชลบุรี (EEC),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,photoshop; illustrator; premiere pro; after effects; motion graphics; graphic design; digital marketing; ui/ux,สร้างสรรค์ภาพกราฟิก สื่อโฆษณา และแบนเนอร์สำหรับสื่อดิจิทัล; ตัดต่อวิดีโอและสร้าง Motion Graphic เพื่อโปรโมตผลิตภัณฑ์และบริการ; ออกแบบภาพประกอบและ Infographic ที่เข้าใจง่าย; ทำงานร่วมกับทีมการตลาดและทีมพัฒนาผลิตภัณฑ์,photoshop; illustrator; premiere pro; after effects; motion graphics; graphic design; digital marketing; ui/ux,https://jobs.blognone.com
TH-TQF-8.3-003,Game Developer (นักพัฒนาเกมและสื่ออินเทอร์แอคทีฟ),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Bitkub Online,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,unity; c#; game development; 3d animation; blender; game physics; ui design; oop; premiere pro,พัฒนาเกมและสื่ออินเทอร์แอคทีฟด้วยเอนจิน Unity และภาษา C#; ทำงานร่วมกับทีมกราฟิกในการประกอบ Asset 2D/3D และเสียงเข้าสู่ตัวเกม; ออกแบบและเขียนสคริปต์ระบบเกมเพลย์และส่วนควบคุม (UI Gameplay); ทดสอบและปรับแต่งประสิทธิภาพของเกมให้ลื่นไหล,unity; c#; game development; 3d animation; blender; game physics; ui design; oop,https://jobs.blognone.com
TH-TQF-8.3-004,Product Designer (นักออกแบบผลิตภัณฑ์ดิจิทัลและ UI),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,G-Able Public Company Limited,นนทบุรี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,figma; ui/ux; product design; user flow; prototyping; design system; data-driven design; agile,"ออกแบบ User Flow, Wireframe และ High-Fidelity Mockup บน Figma; วิเคราะห์ข้อมูลพฤติกรรมผู้ใช้งานเพื่อปรับปรุง UX ของผลิตภัณฑ์; ประสานงานใกล้ชิดกับทีม Product Manager และโปรแกรมเมอร์; พัฒนา Design System ให้สอดคล้องทั้ง Web และ Mobile",figma; ui/ux; product design; user flow; prototyping; design system; data-driven design; agile,https://jobs.blognone.com
TH-TQF-8.3-005,Motion Graphic & 3D Artist (นักสร้างภาพเคลื่อนไหวและสื่อสามมิติ),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Internet Thailand (INET),เชียงใหม่,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,after effects; premiere pro; blender; 3d animation; photoshop; illustrator; visual effects; motion design; ui/ux,ออกแบบและสร้างสรรค์ภาพเคลื่อนไหว 2D/3D และ Visual Effects; โมเดลวัตถุ 3 มิติและจัดแสงด้วยโปรแกรม Blender; ตัดต่อวิดีโอเพื่อนำเสนอผลิตภัณฑ์และฟีเจอร์ใหม่; ทำงานร่วมกับทีมครีเอทีฟเพื่อสร้างสื่อที่น่าสนใจ,after effects; premiere pro; blender; 3d animation; photoshop; illustrator; visual effects; motion design,https://jobs.blognone.com
TH-TQF-8.3-006,Frontend UI Developer (นักพัฒนาส่วนต่อประสานผู้ใช้),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Wisesight (Thailand),ภูเก็ต,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,html5; css3; javascript; tailwind; figma; responsive design; bootstrap; ui/ux,แปลงงานออกแบบจาก Figma เป็นโค้ด HTML/CSS/JS ที่ตอบสนองทุกหน้าจอ; พัฒนา Micro-interaction และ Animation บนหน้าเว็บให้ลื่นไหล; ดูแลความสวยงามและการแสดงผลให้ตรงตาม Design System; ร่วมมือกับทีมนักพัฒนาซอฟต์แวร์ในการต่อยอดฟีเจอร์,html5; css3; javascript; tailwind; figma; responsive design; bootstrap; ui/ux,https://jobs.blognone.com
TH-TQF-8.3-007,UI/UX Designer (นักออกแบบประสบการณ์และส่วนต่อประสานผู้ใช้),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,AIS (Advanced Info Service),กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,ui/ux; figma; adobe xd; wireframing; prototyping; user research; design system; html/css; usability testing; premiere pro,ออกแบบโครงร่างหน้าจอ (Wireframe) และตัวต้นแบบ (Prototype) ด้วย Figma; ออกแบบภาพกราฟิก ไอคอน และส่วนต่อประสานสำหรับแอปพลิเคชัน; ร่วมทำ User Research และทดสอบความสะดวกในการใช้งาน (Usability Testing); จัดทำ Design System สำหรับทีมพัฒนา,ui/ux; figma; adobe xd; wireframing; prototyping; user research; design system; html/css,https://jobs.blognone.com
TH-TQF-8.3-008,Multimedia Graphic Designer (นักออกแบบสื่อกราฟิกและสื่อดิจิทัล),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Siam Commercial Bank,ปทุมธานี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,photoshop; illustrator; premiere pro; after effects; motion graphics; graphic design; digital marketing; ui/ux,สร้างสรรค์ภาพกราฟิก สื่อโฆษณา และแบนเนอร์สำหรับสื่อดิจิทัล; ตัดต่อวิดีโอและสร้าง Motion Graphic เพื่อโปรโมตผลิตภัณฑ์และบริการ; ออกแบบภาพประกอบและ Infographic ที่เข้าใจง่าย; ทำงานร่วมกับทีมการตลาดและทีมพัฒนาผลิตภัณฑ์,photoshop; illustrator; premiere pro; after effects; motion graphics; graphic design; digital marketing; ui/ux,https://jobs.blognone.com
TH-TQF-8.3-009,Game Developer (นักพัฒนาเกมและสื่ออินเทอร์แอคทีฟ),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,CJ Express Group (Technology Center),ขอนแก่น,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,unity; c#; game development; 3d animation; blender; game physics; ui design; oop; ui/ux,พัฒนาเกมและสื่ออินเทอร์แอคทีฟด้วยเอนจิน Unity และภาษา C#; ทำงานร่วมกับทีมกราฟิกในการประกอบ Asset 2D/3D และเสียงเข้าสู่ตัวเกม; ออกแบบและเขียนสคริปต์ระบบเกมเพลย์และส่วนควบคุม (UI Gameplay); ทดสอบและปรับแต่งประสิทธิภาพของเกมให้ลื่นไหล,unity; c#; game development; 3d animation; blender; game physics; ui design; oop,https://jobs.blognone.com
TH-TQF-8.3-010,Product Designer (นักออกแบบผลิตภัณฑ์ดิจิทัลและ UI),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,SCB TechX,Remote (ทำงานจากที่บ้านทั่วไทย),ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,figma; ui/ux; product design; user flow; prototyping; design system; data-driven design; agile,"ออกแบบ User Flow, Wireframe และ High-Fidelity Mockup บน Figma; วิเคราะห์ข้อมูลพฤติกรรมผู้ใช้งานเพื่อปรับปรุง UX ของผลิตภัณฑ์; ประสานงานใกล้ชิดกับทีม Product Manager และโปรแกรมเมอร์; พัฒนา Design System ให้สอดคล้องทั้ง Web และ Mobile",figma; ui/ux; product design; user flow; prototyping; design system; data-driven design; agile,https://jobs.blognone.com
TH-TQF-8.3-011,Motion Graphic & 3D Artist (นักสร้างภาพเคลื่อนไหวและสื่อสามมิติ),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Bitkub Online,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,after effects; premiere pro; blender; 3d animation; photoshop; illustrator; visual effects; motion design; adobe xd,ออกแบบและสร้างสรรค์ภาพเคลื่อนไหว 2D/3D และ Visual Effects; โมเดลวัตถุ 3 มิติและจัดแสงด้วยโปรแกรม Blender; ตัดต่อวิดีโอเพื่อนำเสนอผลิตภัณฑ์และฟีเจอร์ใหม่; ทำงานร่วมกับทีมครีเอทีฟเพื่อสร้างสื่อที่น่าสนใจ,after effects; premiere pro; blender; 3d animation; photoshop; illustrator; visual effects; motion design,https://jobs.blognone.com
TH-TQF-8.3-012,Frontend UI Developer (นักพัฒนาส่วนต่อประสานผู้ใช้),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,G-Able Public Company Limited,สมุทรปราการ,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,html5; css3; javascript; tailwind; figma; responsive design; bootstrap; ui/ux,แปลงงานออกแบบจาก Figma เป็นโค้ด HTML/CSS/JS ที่ตอบสนองทุกหน้าจอ; พัฒนา Micro-interaction และ Animation บนหน้าเว็บให้ลื่นไหล; ดูแลความสวยงามและการแสดงผลให้ตรงตาม Design System; ร่วมมือกับทีมนักพัฒนาซอฟต์แวร์ในการต่อยอดฟีเจอร์,html5; css3; javascript; tailwind; figma; responsive design; bootstrap; ui/ux,https://jobs.blognone.com
TH-TQF-8.3-013,UI/UX Designer (นักออกแบบประสบการณ์และส่วนต่อประสานผู้ใช้),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Internet Thailand (INET),ชลบุรี (EEC),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,ui/ux; figma; adobe xd; wireframing; prototyping; user research; design system; html/css; usability testing; photoshop,ออกแบบโครงร่างหน้าจอ (Wireframe) และตัวต้นแบบ (Prototype) ด้วย Figma; ออกแบบภาพกราฟิก ไอคอน และส่วนต่อประสานสำหรับแอปพลิเคชัน; ร่วมทำ User Research และทดสอบความสะดวกในการใช้งาน (Usability Testing); จัดทำ Design System สำหรับทีมพัฒนา,ui/ux; figma; adobe xd; wireframing; prototyping; user research; design system; html/css,https://jobs.blognone.com
TH-TQF-8.3-014,Multimedia Graphic Designer (นักออกแบบสื่อกราฟิกและสื่อดิจิทัล),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Wisesight (Thailand),กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,photoshop; illustrator; premiere pro; after effects; motion graphics; graphic design; digital marketing; ui/ux,สร้างสรรค์ภาพกราฟิก สื่อโฆษณา และแบนเนอร์สำหรับสื่อดิจิทัล; ตัดต่อวิดีโอและสร้าง Motion Graphic เพื่อโปรโมตผลิตภัณฑ์และบริการ; ออกแบบภาพประกอบและ Infographic ที่เข้าใจง่าย; ทำงานร่วมกับทีมการตลาดและทีมพัฒนาผลิตภัณฑ์,photoshop; illustrator; premiere pro; after effects; motion graphics; graphic design; digital marketing; ui/ux,https://jobs.blognone.com
TH-TQF-8.3-015,Game Developer (นักพัฒนาเกมและสื่ออินเทอร์แอคทีฟ),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,AIS (Advanced Info Service),นนทบุรี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,unity; c#; game development; 3d animation; blender; game physics; ui design; oop; figma,พัฒนาเกมและสื่ออินเทอร์แอคทีฟด้วยเอนจิน Unity และภาษา C#; ทำงานร่วมกับทีมกราฟิกในการประกอบ Asset 2D/3D และเสียงเข้าสู่ตัวเกม; ออกแบบและเขียนสคริปต์ระบบเกมเพลย์และส่วนควบคุม (UI Gameplay); ทดสอบและปรับแต่งประสิทธิภาพของเกมให้ลื่นไหล,unity; c#; game development; 3d animation; blender; game physics; ui design; oop,https://jobs.blognone.com
TH-TQF-8.3-016,Product Designer (นักออกแบบผลิตภัณฑ์ดิจิทัลและ UI),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Siam Commercial Bank,เชียงใหม่,ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,figma; ui/ux; product design; user flow; prototyping; design system; data-driven design; agile,"ออกแบบ User Flow, Wireframe และ High-Fidelity Mockup บน Figma; วิเคราะห์ข้อมูลพฤติกรรมผู้ใช้งานเพื่อปรับปรุง UX ของผลิตภัณฑ์; ประสานงานใกล้ชิดกับทีม Product Manager และโปรแกรมเมอร์; พัฒนา Design System ให้สอดคล้องทั้ง Web และ Mobile",figma; ui/ux; product design; user flow; prototyping; design system; data-driven design; agile,https://jobs.blognone.com
TH-TQF-8.3-017,Motion Graphic & 3D Artist (นักสร้างภาพเคลื่อนไหวและสื่อสามมิติ),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,CJ Express Group (Technology Center),ภูเก็ต,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,after effects; premiere pro; blender; 3d animation; photoshop; illustrator; visual effects; motion design; game development,ออกแบบและสร้างสรรค์ภาพเคลื่อนไหว 2D/3D และ Visual Effects; โมเดลวัตถุ 3 มิติและจัดแสงด้วยโปรแกรม Blender; ตัดต่อวิดีโอเพื่อนำเสนอผลิตภัณฑ์และฟีเจอร์ใหม่; ทำงานร่วมกับทีมครีเอทีฟเพื่อสร้างสื่อที่น่าสนใจ,after effects; premiere pro; blender; 3d animation; photoshop; illustrator; visual effects; motion design,https://jobs.blognone.com
TH-TQF-8.3-018,Frontend UI Developer (นักพัฒนาส่วนต่อประสานผู้ใช้),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,SCB TechX,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,html5; css3; javascript; tailwind; figma; responsive design; bootstrap; ui/ux,แปลงงานออกแบบจาก Figma เป็นโค้ด HTML/CSS/JS ที่ตอบสนองทุกหน้าจอ; พัฒนา Micro-interaction และ Animation บนหน้าเว็บให้ลื่นไหล; ดูแลความสวยงามและการแสดงผลให้ตรงตาม Design System; ร่วมมือกับทีมนักพัฒนาซอฟต์แวร์ในการต่อยอดฟีเจอร์,html5; css3; javascript; tailwind; figma; responsive design; bootstrap; ui/ux,https://jobs.blognone.com
TH-TQF-8.3-019,UI/UX Designer (นักออกแบบประสบการณ์และส่วนต่อประสานผู้ใช้),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Bitkub Online,ปทุมธานี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,ui/ux; figma; adobe xd; wireframing; prototyping; user research; design system; html/css; usability testing; premiere pro,ออกแบบโครงร่างหน้าจอ (Wireframe) และตัวต้นแบบ (Prototype) ด้วย Figma; ออกแบบภาพกราฟิก ไอคอน และส่วนต่อประสานสำหรับแอปพลิเคชัน; ร่วมทำ User Research และทดสอบความสะดวกในการใช้งาน (Usability Testing); จัดทำ Design System สำหรับทีมพัฒนา,ui/ux; figma; adobe xd; wireframing; prototyping; user research; design system; html/css,https://jobs.blognone.com
TH-TQF-8.3-020,Multimedia Graphic Designer (นักออกแบบสื่อกราฟิกและสื่อดิจิทัล),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,G-Able Public Company Limited,ขอนแก่น,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,photoshop; illustrator; premiere pro; after effects; motion graphics; graphic design; digital marketing; ui/ux,สร้างสรรค์ภาพกราฟิก สื่อโฆษณา และแบนเนอร์สำหรับสื่อดิจิทัล; ตัดต่อวิดีโอและสร้าง Motion Graphic เพื่อโปรโมตผลิตภัณฑ์และบริการ; ออกแบบภาพประกอบและ Infographic ที่เข้าใจง่าย; ทำงานร่วมกับทีมการตลาดและทีมพัฒนาผลิตภัณฑ์,photoshop; illustrator; premiere pro; after effects; motion graphics; graphic design; digital marketing; ui/ux,https://jobs.blognone.com
TH-TQF-8.3-021,Game Developer (นักพัฒนาเกมและสื่ออินเทอร์แอคทีฟ),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Internet Thailand (INET),Remote (ทำงานจากที่บ้านทั่วไทย),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,unity; c#; game development; 3d animation; blender; game physics; ui design; oop; adobe xd,พัฒนาเกมและสื่ออินเทอร์แอคทีฟด้วยเอนจิน Unity และภาษา C#; ทำงานร่วมกับทีมกราฟิกในการประกอบ Asset 2D/3D และเสียงเข้าสู่ตัวเกม; ออกแบบและเขียนสคริปต์ระบบเกมเพลย์และส่วนควบคุม (UI Gameplay); ทดสอบและปรับแต่งประสิทธิภาพของเกมให้ลื่นไหล,unity; c#; game development; 3d animation; blender; game physics; ui design; oop,https://jobs.blognone.com
TH-TQF-8.3-022,Product Designer (นักออกแบบผลิตภัณฑ์ดิจิทัลและ UI),8.3,นักพัฒนาและออกแบบสื่อผสม,Multimedia Designer & Developer,Wisesight (Thailand),กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,figma; ui/ux; product design; user flow; prototyping; design system; data-driven design; agile,"ออกแบบ User Flow, Wireframe และ High-Fidelity Mockup บน Figma; วิเคราะห์ข้อมูลพฤติกรรมผู้ใช้งานเพื่อปรับปรุง UX ของผลิตภัณฑ์; ประสานงานใกล้ชิดกับทีม Product Manager และโปรแกรมเมอร์; พัฒนา Design System ให้สอดคล้องทั้ง Web และ Mobile",figma; ui/ux; product design; user flow; prototyping; design system; data-driven design; agile,https://jobs.blognone.com
